,labels
8596,1
8597,23
8598,19
8599,38
8600,2
8601,11
8602,16
8603,11
8604,16
8605,1
8606,34
8607,3
8608,3
8609,3
8610,19
8611,10
8612,4
8613,22
8614,3
8615,16
8616,3
8617,4
8618,13
8619,20
8620,6
8621,16
8622,3
8623,3
8624,10
8625,16
8626,3
8627,3
8628,25
8629,34
8630,14
8631,4
8632,9
8633,4
8634,20
8635,4
8636,13
8637,1
8638,38
8639,24
8640,3
8641,11
8642,3
8643,1
8644,19
8645,4
8646,4
8647,3
8648,3
8649,3
8650,11
8651,4
8652,4
8653,4
8654,16
8655,3
8656,11
8657,8
8658,3
8659,20
8660,3
8661,11
8662,31
8663,3
8664,3
8665,17
8666,3
8667,11
8668,4
8669,3
8670,4
8671,3
8672,19
8673,4
8674,9
8675,3
8676,3
8677,13
8678,4
8679,4
8680,1
8681,4
8682,3
8683,6
8684,30
8685,1
8686,2
8687,3
8688,3
8689,11
8690,3
8691,4
8692,13
8693,4
8694,3
8695,3
8696,3
8697,8
8698,16
8699,1
8700,3
8701,19
8702,3
8703,3
8704,3
8705,4
8706,11
8707,4
8708,4
8709,4
8710,19
8711,4
8712,4
8713,30
8714,4
8715,16
8716,4
8717,3
8718,9
8719,10
8720,3
8721,3
8722,3
8723,19
8724,3
8725,1
8726,11
8727,3
8728,40
8729,12
8730,3
8731,20
8732,4
8733,4
8734,3
8735,1
8736,3
8737,16
8738,4
8739,1
8740,19
8741,3
8742,16
8743,3
8744,3
8745,16
8746,1
8747,3
8748,4
8749,40
8750,40
8751,11
8752,3
8753,3
8754,4
8755,4
8756,4
8757,24
8758,4
8759,8
8760,3
8761,8
8762,4
8763,26
8764,4
8765,1
8766,3
8767,9
8768,1
8769,3
8770,3
8771,10
8772,1
8773,19
8774,33
8775,3
8776,3
8777,4
8778,10
8779,1
8780,16
8781,3
8782,16
8783,19
8784,16
8785,3
8786,3
8787,3
8788,18
8789,3
8790,4
8791,28
8792,19
8793,4
8794,4
8795,3
8796,3
8797,25
8798,4
8799,3
8800,3
8801,3
8802,24
8803,16
8804,3
8805,4
8806,16
8807,4
8808,4
8809,4
8810,27
8811,4
8812,11
8813,1
8814,4
8815,8
8816,3
8817,3
8818,3
8819,3
8820,3
8821,3
8822,3
8823,3
8824,4
8825,1
8826,18
8827,39
8828,3
8829,11
8830,3
8831,3
8832,4
8833,13
8834,14
8835,26
8836,11
8837,16
8838,3
8839,2
8840,3
8841,19
8842,20
8843,8
8844,4
8845,8
8846,14
8847,3
8848,3
8849,4
8850,36
8851,4
8852,4
8853,21
8854,3
8855,4
8856,4
8857,3
8858,8
8859,19
8860,21
8861,4
8862,3
8863,4
8864,8
8865,1
8866,16
8867,4
8868,4
8869,16
8870,3
8871,19
8872,3
8873,19
8874,19
8875,11
8876,11
8877,4
8878,19
8879,4
8880,4
8881,30
8882,1
8883,3
8884,25
8885,25
8886,4
8887,16
8888,4
8889,4
8890,19
8891,4
8892,3
8893,16
8894,12
8895,34
8896,4
8897,3
8898,3
8899,4
8900,3
8901,6
8902,32
8903,3
8904,4
8905,3
8906,4
8907,3
8908,3
8909,3
8910,19
8911,11
8912,0
8913,4
8914,4
8915,4
8916,3
8917,4
8918,4
8919,3
8920,45
8921,4
8922,3
8923,3
8924,10
8925,3
8926,18
8927,16
8928,1
8929,3
8930,3
8931,16
8932,4
8933,22
8934,3
8935,3
8936,4
8937,3
8938,4
8939,31
8940,4
8941,19
8942,12
8943,19
8944,2
8945,3
8946,18
8947,4
8948,3
8949,1
8950,4
8951,4
8952,4
8953,13
8954,3
8955,4
8956,3
8957,4
8958,25
8959,18
8960,19
8961,13
8962,3
8963,4
8964,4
8965,4
8966,4
8967,19
8968,3
8969,4
8970,3
8971,19
8972,19
8973,3
8974,3
8975,3
8976,4
8977,19
8978,19
8979,25
8980,3
8981,25
8982,3
8983,10
8984,1
8985,4
8986,4
8987,3
8988,3
8989,3
8990,3
8991,3
8992,5
8993,4
8994,1
8995,3
8996,1
8997,11
8998,23
8999,3
9000,19
9001,3
9002,8
9003,3
9004,3
9005,3
9006,9
9007,3
9008,4
9009,6
9010,10
9011,3
9012,3
9013,10
9014,20
9015,1
9016,19
9017,4
9018,40
9019,1
9020,4
9021,3
9022,15
9023,21
9024,3
9025,34
9026,4
9027,4
9028,3
9029,4
9030,3
9031,11
9032,20
9033,3
9034,1
9035,3
9036,3
9037,4
9038,26
9039,4
9040,20
9041,19
9042,4
9043,3
9044,4
9045,4
9046,4
9047,3
9048,3
9049,1
9050,3
9051,4
9052,21
9053,16
9054,3
9055,19
9056,43
9057,2
9058,1
9059,3
9060,39
9061,4
9062,3
9063,3
9064,3
9065,11
9066,19
9067,20
9068,1
9069,11
9070,4
9071,3
9072,3
9073,4
9074,3
9075,4
9076,3
9077,11
9078,11
9079,3
9080,20
9081,28
9082,8
9083,1
9084,20
9085,3
9086,3
9087,2
9088,4
9089,4
9090,4
9091,4
9092,3
9093,3
9094,4
9095,3
9096,33
9097,3
9098,4
9099,4
9100,3
9101,4
9102,3
9103,4
9104,19
9105,4
9106,18
9107,3
9108,19
9109,3
9110,3
9111,3
9112,19
9113,3
9114,1
9115,3
9116,23
9117,4
9118,13
9119,1
9120,3
9121,3
9122,3
9123,3
9124,4
9125,4
9126,19
9127,4
9128,4
9129,24
9130,3
9131,3
9132,11
9133,4
9134,3
9135,3
9136,41
9137,1
9138,3
9139,3
9140,11
9141,17
9142,3
9143,3
9144,2
9145,4
9146,3
9147,4
9148,3
9149,10
9150,3
9151,3
9152,3
9153,20
9154,3
9155,12
9156,18
9157,21
9158,1
9159,17
9160,3
9161,3
9162,19
9163,20
9164,3
9165,19
9166,3
9167,21
9168,3
9169,3
9170,6
9171,35
9172,19
9173,3
9174,34
9175,36
9176,8
9177,21
9178,3
9179,4
9180,25
9181,4
9182,16
9183,16
9184,19
9185,3
9186,3
9187,4
9188,4
9189,19
9190,2
9191,4
9192,3
9193,4
9194,3
9195,3
9196,3
9197,20
9198,4
9199,26
9200,3
9201,3
9202,3
9203,3
9204,3
9205,4
9206,13
9207,3
9208,31
9209,16
9210,20
9211,3
9212,4
9213,19
9214,20
9215,11
9216,9
9217,1
9218,3
9219,3
9220,13
9221,3
9222,19
9223,1
9224,4
9225,4
9226,11
9227,3
9228,3
9229,4
9230,19
9231,3
9232,4
9233,4
9234,3
9235,3
9236,25
9237,4
9238,31
9239,4
9240,26
9241,11
9242,19
9243,4
9244,4
9245,4
9246,18
9247,3
9248,4
9249,4
9250,3
9251,10
9252,4
9253,19
9254,3
9255,3
9256,20
9257,3
9258,4
9259,19
9260,16
9261,3
9262,3
9263,4
9264,16
9265,4
9266,3
9267,3
9268,3
9269,3
9270,4
9271,10
9272,3
9273,25
9274,1
9275,3
9276,4
9277,16
9278,4
9279,4
9280,4
9281,16
9282,3
9283,11
9284,3
9285,19
9286,16
9287,3
9288,6
9289,3
9290,16
9291,3
9292,16
9293,21
9294,4
9295,3
9296,4
9297,1
9298,16
9299,4
9300,2
9301,3
9302,35
9303,3
9304,25
9305,8
9306,3
9307,3
9308,19
9309,3
9310,19
9311,4
9312,19
9313,3
9314,4
9315,3
9316,3
9317,19
9318,4
9319,19
9320,26
9321,3
9322,19
9323,24
9324,3
9325,3
9326,4
9327,3
9328,4
9329,3
9330,17
9331,4
9332,4
9333,3
9334,3
9335,3
9336,19
9337,43
9338,3
9339,9
9340,3
9341,4
9342,4
9343,10
9344,4
9345,21
9346,3
9347,3
9348,9
9349,3
9350,3
9351,11
9352,11
9353,1
9354,4
9355,1
9356,11
9357,3
9358,38
9359,3
9360,3
9361,3
9362,10
9363,3
9364,19
9365,16
9366,19
9367,20
9368,6
9369,3
9370,4
9371,39
9372,3
9373,44
9374,16
9375,3
9376,22
9377,3
9378,3
9379,16
9380,1
9381,19
9382,4
9383,11
9384,9
9385,3
9386,4
9387,3
9388,3
9389,3
9390,1
9391,3
9392,3
9393,4
9394,13
9395,3
9396,3
9397,4
9398,3
9399,4
9400,24
9401,4
9402,3
9403,1
9404,24
9405,4
9406,3
9407,1
9408,41
9409,13
9410,3
9411,21
9412,1
9413,3
9414,3
9415,3
9416,3
9417,9
9418,4
9419,2
9420,19
9421,19
9422,32
9423,3
9424,4
9425,3
9426,4
9427,8
9428,19
9429,1
9430,3
9431,12
9432,19
9433,19
9434,34
9435,3
9436,4
9437,3
9438,3
9439,1
9440,39
9441,19
9442,4
9443,4
9444,4
9445,3
9446,4
9447,4
9448,22
9449,13
9450,4
9451,3
9452,19
9453,4
9454,4
9455,3
9456,20
9457,1
9458,4
9459,3
9460,3
9461,3
9462,3
9463,3
9464,16
9465,4
9466,11
9467,3
9468,19
9469,40
9470,4
9471,3
9472,3
9473,3
9474,3
9475,4
9476,4
9477,25
9478,6
9479,3
9480,4
9481,3
9482,3
9483,3
9484,4
9485,1
9486,4
9487,4
9488,3
9489,4
9490,4
9491,4
9492,3
9493,1
9494,19
9495,41
9496,15
9497,4
9498,9
9499,1
9500,3
9501,11
9502,3
9503,3
9504,4
9505,21
9506,4
9507,19
9508,19
9509,13
9510,4
9511,44
9512,4
9513,13
9514,4
9515,20
9516,4
9517,4
9518,3
9519,19
9520,30
9521,26
9522,2
9523,24
9524,3
9525,37
9526,4
9527,20
9528,31
9529,4
9530,34
9531,3
9532,4
9533,3
9534,16
9535,31
9536,10
9537,3
9538,3
9539,19
9540,16
9541,32
9542,3
9543,20
9544,3
9545,3
9546,41
9547,11
9548,3
9549,4
9550,4
9551,8
9552,3
9553,8
9554,16
9555,3
9556,3
9557,4
9558,4
9559,19
9560,4
9561,3
9562,3
9563,16
9564,3
9565,3
9566,16
9567,4
9568,25
9569,36
9570,4
9571,28
9572,4
9573,19
9574,4
9575,3
9576,20
9577,3
9578,3
9579,16
9580,3
9581,36
9582,3
9583,18
9584,3
9585,3
9586,4
9587,20
9588,4
9589,3
9590,4
9591,11
9592,19
9593,20
9594,4
9595,4
9596,3
9597,3
9598,3
9599,4
9600,0
9601,1
9602,4
9603,3
9604,3
9605,1
9606,39
9607,3
9608,19
9609,36
9610,3
9611,11
9612,4
9613,3
9614,16
9615,3
9616,3
9617,3
9618,4
9619,35
9620,19
9621,3
9622,3
9623,3
9624,3
9625,3
9626,3
9627,16
9628,18
9629,3
9630,19
9631,1
9632,16
9633,4
9634,3
9635,3
9636,4
9637,3
9638,1
9639,1
9640,4
9641,22
9642,4
9643,19
9644,3
9645,12
9646,8
9647,3
9648,3
9649,4
9650,23
9651,3
9652,4
9653,4
9654,3
9655,4
9656,3
9657,3
9658,20
9659,1
9660,12
9661,3
9662,4
9663,16
9664,3
9665,16
9666,3
9667,3
9668,3
9669,1
9670,3
9671,19
9672,20
9673,4
9674,2
9675,3
9676,3
9677,20
9678,35
9679,11
9680,1
9681,4
9682,11
9683,28
9684,13
9685,4
9686,3
9687,25
9688,3
9689,19
9690,3
9691,21
9692,23
9693,3
9694,3
9695,1
9696,8
9697,3
9698,3
9699,40
9700,3
9701,40
9702,4
9703,11
9704,4
9705,4
9706,4
9707,11
9708,3
9709,23
9710,3
9711,19
9712,3
9713,30
9714,3
9715,16
9716,3
9717,3
9718,19
9719,3
9720,4
9721,3
9722,4
9723,9
9724,3
9725,0
9726,42
9727,3
9728,4
9729,3
9730,16
9731,3
9732,4
9733,3
9734,3
9735,3
9736,4
9737,16
9738,3
9739,4
9740,4
9741,5
9742,11
9743,8
9744,3
9745,4
9746,3
9747,4
9748,3
9749,3
9750,16
9751,19
9752,3
9753,4
9754,3
9755,10
9756,3
9757,3
9758,3
9759,11
9760,3
9761,11
9762,0
9763,3
9764,24
9765,3
9766,1
9767,3
9768,13
9769,37
9770,3
9771,3
9772,3
9773,21
9774,10
9775,3
9776,4
9777,4
9778,3
9779,19
9780,4
9781,20
9782,9
9783,4
9784,4
9785,3
9786,36
9787,4
9788,11
9789,4
9790,4
9791,3
9792,4
9793,3
9794,3
9795,3
9796,11
9797,1
9798,3
9799,3
9800,20
9801,1
9802,23
9803,20
9804,32
9805,3
9806,3
9807,3
9808,12
9809,3
9810,3
9811,11
9812,3
9813,3
9814,4
9815,19
9816,3
9817,3
9818,31
9819,10
9820,3
9821,3
9822,3
9823,1
9824,11
9825,3
9826,20
9827,6
9828,41
9829,4
9830,11
9831,9
9832,3
9833,3
9834,19
9835,27
9836,11
9837,8
9838,4
9839,3
9840,28
9841,11
9842,3
9843,16
9844,11
9845,4
9846,24
9847,16
9848,11
9849,10
9850,16
9851,3
9852,16
9853,19
9854,24
9855,3
9856,26
9857,32
9858,16
9859,19
9860,3
9861,3
9862,15
9863,3
9864,8
9865,3
9866,4
9867,1
9868,1
9869,13
9870,41
9871,4
9872,14
9873,23
9874,19
9875,3
9876,3
9877,3
9878,28
9879,11
9880,7
9881,4
9882,3
9883,8
9884,8
9885,19
9886,20
9887,4
9888,3
9889,4
9890,3
9891,3
9892,4
9893,33
9894,19
9895,3
9896,3
9897,3
9898,11
9899,21
9900,4
9901,4
9902,19
9903,3
9904,4
9905,3
9906,3
9907,19
9908,3
9909,3
9910,20
9911,3
9912,19
9913,19
9914,24
9915,28
9916,20
9917,3
9918,25
9919,5
9920,4
9921,20
9922,24
9923,4
9924,19
9925,4
9926,21
9927,4
9928,3
9929,4
9930,16
9931,1
9932,19
9933,1
9934,3
9935,4
9936,3
9937,3
9938,24
9939,8
9940,32
9941,25
9942,3
9943,16
9944,3
9945,3
9946,3
9947,16
9948,4
9949,3
9950,25
9951,3
9952,18
9953,3
9954,19
9955,3
9956,4
9957,3
9958,3
9959,16
9960,3
9961,4
9962,1
9963,6
9964,12
9965,11
9966,3
9967,3
9968,25
9969,4
9970,0
9971,3
9972,15
9973,19
9974,16
9975,3
9976,4
9977,3
9978,4
9979,3
9980,20
9981,3
9982,13
9983,3
9984,29
9985,16
9986,4
9987,21
9988,4
9989,31
9990,3
9991,9
9992,3
9993,3
9994,4
9995,1
9996,3
9997,1
9998,4
9999,1
10000,13
10001,4
10002,9
10003,3
10004,3
10005,4
10006,11
10007,4
10008,4
10009,3
10010,3
10011,3
10012,20
10013,3
10014,3
10015,1
10016,4
10017,4
10018,3
10019,3
10020,17
10021,19
10022,3
10023,16
10024,31
10025,10
10026,3
10027,34
10028,3
10029,4
10030,4
10031,3
10032,16
10033,16
10034,3
10035,4
10036,3
10037,4
10038,25
10039,3
10040,26
10041,3
10042,3
10043,4
10044,24
10045,4
10046,40
10047,3
10048,3
10049,4
10050,4
10051,4
10052,3
10053,3
10054,2
10055,6
10056,3
10057,3
10058,3
10059,4
10060,3
10061,19
10062,4
10063,28
10064,3
10065,16
10066,4
10067,21
10068,1
10069,3
10070,4
10071,31
10072,8
10073,3
10074,4
10075,3
10076,3
10077,3
10078,4
10079,19
10080,3
10081,3
10082,1
10083,3
10084,3
10085,3
10086,1
10087,25
10088,4
10089,4
10090,19
10091,9
10092,3
10093,8
10094,17
10095,4
10096,3
10097,4
10098,19
10099,3
10100,3
10101,3
10102,3
10103,4
10104,5
